CustomerKey,last_order_date,recency_days,frequency,monetary,R_score,F_score,M_score,FM_score,rfm_score_label,segment
1703702,2019-06-12,620,1,1619.91,2,2,2,2,222,About To Sleep
1703807,2020-01-22,396,3,1613.74,4,5,2,4,452,Loyal Customers
1703884,2019-02-02,750,3,3654.7200000000003,2,5,3,4,253,At Risk
1703974,2019-10-22,488,2,9121.4,3,4,5,4,345,Loyal Customers
1704016,2020-06-02,264,1,296.0,5,2,1,2,521,Potential Loyalists
1704090,2019-01-26,757,1,1647.28,2,2,2,2,222,About To Sleep
1704092,2020-05-09,288,4,13050.7,5,5,5,5,555,Champions
1704192,2019-11-18,461,2,1254.79,3,4,2,3,342,Need Attention
1704194,2016-06-15,1712,1,539.8,1,2,1,2,121,Lost
1704454,2020-07-08,228,3,7269.98,5,5,4,4,554,Loyal Customers
1704575,2019-06-04,628,1,4845.0,2,2,4,3,224,At Risk
1704715,2020-08-01,204,2,16682.94,5,4,5,4,545,Loyal Customers
1705258,2020-02-15,372,1,201.10000000000002,4,2,1,2,421,Potential Loyalists
1705429,2019-11-30,449,1,1360.0,3,2,2,2,322,Need Attention
1705560,2020-10-29,115,4,958.74,5,5,2,4,552,Loyal Customers
1705952,2019-08-23,548,2,7626.0,3,4,5,4,345,Loyal Customers
1706020,2020-11-23,90,2,8247.7,5,4,5,4,545,Loyal Customers
1706247,2020-07-11,225,6,17033.32,5,5,5,5,555,Champions
1706324,2019-10-19,491,3,5536.129999999999,3,5,4,4,354,Loyal Customers
1706428,2020-02-19,368,2,3268.78,4,4,3,4,443,Loyal Customers
1706433,2020-02-12,375,3,5859.6900000000005,4,5,4,4,454,Loyal Customers
1706457,2017-06-16,1346,1,277.96,1,2,1,2,121,Lost
1706633,2019-02-13,739,3,7725.289999999999,2,5,5,5,255,Can't Lose Them
1706702,2017-05-18,1375,2,8687.98,1,4,5,4,145,Can't Lose Them
1706860,2020-08-25,180,2,1068.1399999999999,5,4,2,3,542,Potential Loyalists
1706876,2018-09-13,892,1,1662.63,1,2,2,2,122,Lost
1706908,2019-04-27,666,1,1317.96,2,2,2,2,222,About To Sleep
1706944,2019-03-09,715,2,9575.98,2,4,5,4,245,At Risk
1707121,2018-10-05,870,2,4647.0,2,4,4,4,244,At Risk
1707124,2020-01-06,412,2,2181.9,4,4,3,4,443,Loyal Customers
1707755,2018-06-18,979,1,3280.0,1,2,3,2,123,Lost
1707959,2020-02-15,372,2,681.52,4,4,1,2,441,Potential Loyalists
1708295,2020-08-19,186,2,1359.92,5,4,2,3,542,Potential Loyalists
1708493,2019-09-25,515,5,6466.97,3,5,4,4,354,Loyal Customers
1708592,2019-02-22,730,1,2575.0,2,2,3,2,223,About To Sleep
1708668,2020-02-05,382,1,624.0,4,2,1,2,421,Potential Loyalists
1709345,2020-02-27,360,1,579.98,4,2,1,2,421,Potential Loyalists
1709993,2019-11-28,451,3,2768.77,3,5,3,4,353,Loyal Customers
1710315,2018-06-07,990,1,2537.0,1,2,3,2,123,Lost
1710320,2020-10-24,120,2,2085.66,5,4,2,3,542,Potential Loyalists
1710324,2020-04-25,302,3,5725.88,5,5,4,4,554,Loyal Customers
1710583,2019-07-05,597,2,2091.85,3,4,2,3,342,Need Attention
1710657,2019-08-03,568,2,1375.99,3,4,2,3,342,Need Attention
1711010,2019-06-06,626,3,4495.96,2,5,4,4,254,At Risk
1711283,2020-06-16,250,4,2457.7799999999997,5,5,3,4,553,Loyal Customers
1711488,2020-06-10,256,3,4919.99,5,5,4,4,554,Loyal Customers
1711599,2021-02-11,10,3,7214.67,5,5,4,4,554,Loyal Customers
1711949,2019-11-14,465,1,354.0,3,2,1,2,321,Need Attention
1712116,2019-09-24,516,3,15135.39,3,5,5,5,355,Loyal Customers
1712404,2019-12-21,428,1,45.769999999999996,4,2,1,2,421,Potential Loyalists
1712795,2019-07-12,590,2,3622.33,3,4,3,4,343,Loyal Customers
1712868,2018-10-27,848,1,1464.0,2,2,2,2,222,About To Sleep
1713253,2016-01-02,1877,1,15367.0,1,2,5,4,125,Can't Lose Them
1713326,2020-12-15,68,2,14282.17,5,4,5,4,545,Loyal Customers
1713539,2019-11-30,449,2,1338.0,3,4,2,3,342,Need Attention
1713595,2018-06-27,970,2,2038.15,1,4,2,3,142,At Risk
1713837,2019-10-19,491,1,2768.5,3,2,3,2,323,Need Attention
1713848,2020-01-02,416,4,9033.49,4,5,5,5,455,Champions
1713898,2020-12-21,62,3,1313.55,5,5,2,4,552,Loyal Customers
1713950,2019-02-21,731,4,9381.14,2,5,5,5,255,Can't Lose Them
1714238,2020-06-26,240,2,7208.51,5,4,4,4,544,Loyal Customers
1714276,2021-01-20,32,4,6211.07,5,5,4,4,554,Loyal Customers
1714301,2016-10-19,1586,1,2258.0,1,2,3,2,123,Lost
1714346,2020-05-24,273,2,2288.98,5,4,3,4,543,Loyal Customers
1714451,2020-02-17,370,2,3439.77,4,4,3,4,443,Loyal Customers
1714587,2019-10-08,502,3,6320.79,3,5,4,4,354,Loyal Customers
1714594,2018-11-15,829,2,7800.9,2,4,5,4,245,At Risk
1714697,2018-12-04,810,1,3283.99,2,2,3,2,223,About To Sleep
1714835,2019-02-23,729,1,4657.8,2,2,4,3,224,At Risk
1714946,2020-06-25,241,4,16358.55,5,5,5,5,555,Champions
1715326,2020-01-07,411,8,7273.93,4,5,4,4,454,Loyal Customers
1715354,2018-12-26,788,1,1614.0,2,2,2,2,222,About To Sleep
1715386,2017-09-21,1249,1,9245.76,1,2,5,4,125,Can't Lose Them
1715553,2019-12-09,440,2,4950.549999999999,3,4,4,4,344,Loyal Customers
1715693,2020-01-18,400,2,913.89,4,4,2,3,442,Loyal Customers
1716160,2020-02-17,370,3,8057.98,4,5,5,5,455,Champions
1716246,2020-03-05,353,1,1091.62,4,2,2,2,422,Potential Loyalists
1716357,2020-05-08,289,7,18913.99,5,5,5,5,555,Champions
1716379,2020-05-15,282,1,704.75,5,2,1,2,521,Potential Loyalists
1716435,2020-01-03,415,2,8744.26,4,4,5,4,445,Loyal Customers
1716470,2018-01-29,1119,1,2503.4700000000003,1,2,3,2,123,Lost
1716510,2019-04-30,663,1,1647.85,2,2,2,2,222,About To Sleep
1716565,2018-01-17,1131,3,8469.16,1,5,5,5,155,Can't Lose Them
1716584,2016-01-06,1873,1,213.57,1,2,1,2,121,Lost
1716647,2020-05-18,279,3,11396.73,5,5,5,5,555,Champions
1716821,2019-02-25,727,1,1116.94,2,2,2,2,222,About To Sleep
1716827,2020-01-17,401,1,5233.16,4,2,4,3,424,Loyal Customers
1716962,2016-12-10,1534,1,12.66,1,2,1,2,121,Lost
1717167,2019-05-30,633,4,11859.91,2,5,5,5,255,Can't Lose Them
1717242,2020-05-24,273,2,91.45,5,4,1,2,541,Potential Loyalists
1717593,2019-12-31,418,3,9876.5,4,5,5,5,455,Champions
1717637,2019-05-06,657,4,6812.1900000000005,2,5,4,4,254,At Risk
1717650,2020-08-07,198,4,5136.76,5,5,4,4,554,Loyal Customers
1717932,2017-06-14,1348,1,9609.970000000001,1,2,5,4,125,Can't Lose Them
1717991,2021-02-16,5,6,8421.58,5,5,5,5,555,Champions
1718030,2019-08-13,558,3,1887.46,3,5,2,4,352,Loyal Customers
1718031,2020-12-16,67,2,1834.07,5,4,2,3,542,Potential Loyalists
1718194,2020-01-22,396,5,25551.53,4,5,5,5,455,Champions
1718240,2019-08-27,544,6,9385.93,3,5,5,5,355,Loyal Customers
1718289,2020-07-27,209,3,3153.71,5,5,3,4,553,Loyal Customers
1718303,2020-05-05,292,2,186.88,5,4,1,2,541,Potential Loyalists
1718597,2018-12-22,792,4,6997.27,2,5,4,4,254,At Risk
1718821,2019-01-24,759,1,4958.97,2,2,4,3,224,At Risk
1718920,2019-10-18,492,3,3415.42,3,5,3,4,353,Loyal Customers
1719466,2018-08-07,929,1,747.99,1,2,1,2,121,Lost
1719541,2018-10-20,855,2,409.89,2,4,1,2,241,About To Sleep
1719596,2020-03-11,347,2,2590.49,4,4,3,4,443,Loyal Customers
1719777,2017-12-21,1158,2,3219.4500000000003,1,4,3,4,143,Can't Lose Them
1719794,2021-02-04,17,9,15021.16,5,5,5,5,555,Champions
1719829,2017-03-09,1445,1,1184.97,1,2,2,2,122,Lost
1719849,2019-10-25,485,2,4572.12,3,4,4,4,344,Loyal Customers
1719990,2019-10-24,486,3,2012.72,3,5,2,4,352,Loyal Customers
1720025,2019-05-04,659,2,4088.5,2,4,4,4,244,At Risk
1720029,2018-05-22,1006,3,25063.53,1,5,5,5,155,Can't Lose Them
1720050,2018-08-31,905,2,1426.51,1,4,2,3,142,At Risk
1720112,2018-05-17,1011,1,1749.0,1,2,2,2,122,Lost
1720405,2019-12-26,423,3,3583.25,4,5,3,4,453,Loyal Customers
1720475,2021-02-19,2,1,190.0,5,2,1,2,521,Potential Loyalists
1720870,2019-07-20,582,1,269.0,3,2,1,2,321,Need Attention
1720942,2019-10-11,499,2,6614.5,3,4,4,4,344,Loyal Customers
1720965,2018-11-29,815,1,2096.65,2,2,2,2,222,About To Sleep
1721037,2020-01-06,412,2,3520.37,4,4,3,4,443,Loyal Customers
1721080,2019-07-06,596,1,1292.72,3,2,2,2,322,Need Attention
1721634,2020-12-12,71,4,7639.39,5,5,5,5,555,Champions
1721961,2019-01-05,778,4,4285.889999999999,2,5,4,4,254,At Risk
1722159,2020-01-14,404,1,624.0,4,2,1,2,421,Potential Loyalists
1722247,2021-02-15,6,3,13386.09,5,5,5,5,555,Champions
1722271,2019-11-09,470,3,4624.19,3,5,4,4,354,Loyal Customers
1722330,2017-02-22,1460,2,3822.4,1,4,3,4,143,Can't Lose Them
1722337,2020-02-04,383,3,6537.85,4,5,4,4,454,Loyal Customers
1722524,2019-06-06,626,3,2254.45,2,5,3,4,253,At Risk
1722764,2021-01-23,29,3,4660.25,5,5,4,4,554,Loyal Customers
1722802,2020-01-08,410,5,14419.15,4,5,5,5,455,Champions
1722880,2019-12-11,438,3,9062.22,3,5,5,5,355,Loyal Customers
1722993,2018-10-18,857,1,6222.4,2,2,4,3,224,At Risk
1723103,2020-02-15,372,4,1788.8400000000001,4,5,2,4,452,Loyal Customers
1723161,2020-02-06,381,1,115.76,4,2,1,2,421,Potential Loyalists
1723332,2019-02-12,740,1,9523.0,2,2,5,4,225,At Risk
1723372,2020-01-10,408,3,4826.66,4,5,4,4,454,Loyal Customers
1723530,2020-08-01,204,6,11538.93,5,5,5,5,555,Champions
1723864,2019-10-04,506,2,8201.58,3,4,5,4,345,Loyal Customers
1724062,2021-02-12,9,4,9558.17,5,5,5,5,555,Champions
1724286,2019-09-21,519,2,10224.34,3,4,5,4,345,Loyal Customers
1724519,2020-11-28,85,1,17364.95,5,2,5,4,525,Loyal Customers
1724660,2019-02-21,731,2,13857.89,2,4,5,4,245,At Risk
1724776,2019-09-25,515,4,7945.92,3,5,5,5,355,Loyal Customers
1724782,2020-01-21,397,6,19861.93,4,5,5,5,455,Champions
1724786,2019-12-28,421,3,2444.0099999999998,4,5,3,4,453,Loyal Customers
1724799,2020-03-10,348,3,2614.58,4,5,3,4,453,Loyal Customers
1724829,2019-12-24,425,3,7275.92,4,5,4,4,454,Loyal Customers
1725488,2020-06-15,251,3,3407.0,5,5,3,4,553,Loyal Customers
1725975,2018-01-13,1135,2,1090.05,1,4,2,3,142,At Risk
1726473,2019-07-30,572,1,530.9,3,2,1,2,321,Need Attention
1726826,2019-01-08,775,1,936.0,2,2,2,2,222,About To Sleep
1727024,2020-03-05,353,2,215.89000000000001,4,4,1,2,441,Potential Loyalists
1727049,2019-09-21,519,2,3724.9700000000003,3,4,3,4,343,Loyal Customers
1727268,2019-06-06,626,1,1071.8,2,2,2,2,222,About To Sleep
1727550,2019-06-28,604,2,2908.1000000000004,3,4,3,4,343,Loyal Customers
1727561,2020-12-25,58,3,12927.0,5,5,5,5,555,Champions
1727572,2020-02-19,368,1,4362.860000000001,4,2,4,3,424,Loyal Customers
1727849,2019-05-02,661,4,23732.7,2,5,5,5,255,Can't Lose Them
1728060,2021-02-20,1,5,3144.5499999999997,5,5,3,4,553,Loyal Customers
1728275,2018-01-03,1145,2,2309.18,1,4,3,4,143,Can't Lose Them
1728306,2019-03-05,719,2,7741.8,2,4,5,4,245,At Risk
1728581,2019-08-16,555,4,22953.37,3,5,5,5,355,Loyal Customers
1728981,2019-07-15,587,1,9001.64,3,2,5,4,325,Loyal Customers
1729134,2018-08-22,914,1,3262.65,1,2,3,2,123,Lost
1729199,2019-12-27,422,2,6704.52,4,4,4,4,444,Loyal Customers
1729213,2017-01-03,1510,1,296.0,1,2,1,2,121,Lost
1729347,2020-02-14,373,4,9627.7,4,5,5,5,455,Champions
1729473,2020-07-11,225,2,2072.45,5,4,2,3,542,Potential Loyalists
1729484,2020-03-05,353,4,7232.28,4,5,4,4,454,Loyal Customers
1729535,2019-10-21,489,1,4369.3,3,2,4,3,324,Need Attention
1729563,2020-02-24,363,1,4317.4800000000005,4,2,4,3,424,Loyal Customers
1729878,2020-04-24,303,6,2277.13,5,5,3,4,553,Loyal Customers
1730084,2020-02-25,362,4,8360.8,4,5,5,5,455,Champions
1730127,2020-09-04,170,4,6473.66,5,5,4,4,554,Loyal Customers
1730150,2018-05-24,1004,1,736.4000000000001,1,2,1,2,121,Lost
1730190,2019-01-06,777,2,2024.88,2,4,2,3,242,At Risk
1730210,2016-01-23,1856,1,56.99,1,2,1,2,121,Lost
1730391,2021-02-13,8,7,13126.76,5,5,5,5,555,Champions
1730479,2019-09-28,512,4,19479.61,3,5,5,5,355,Loyal Customers
1730522,2018-09-12,893,2,2657.89,1,4,3,4,143,Can't Lose Them
1730966,2021-02-12,9,5,20589.690000000002,5,5,5,5,555,Champions
1730985,2016-01-02,1877,1,3967.0,1,2,3,2,123,Lost
1731008,2018-07-17,950,1,1176.97,1,2,2,2,122,Lost
1731452,2020-02-19,368,2,5846.0,4,4,4,4,444,Loyal Customers
1731467,2020-02-11,376,2,3743.0,4,4,3,4,443,Loyal Customers
1731694,2020-02-19,368,1,5937.99,4,2,4,3,424,Loyal Customers
1731696,2018-05-26,1002,2,2159.78,1,4,2,3,142,At Risk
1732017,2016-08-26,1640,1,329.97,1,2,1,2,121,Lost
1732048,2017-09-19,1251,1,179.99,1,2,1,2,121,Lost
1732121,2019-11-07,472,2,4249.76,3,4,4,4,344,Loyal Customers
1732250,2016-10-17,1588,1,526.0,1,2,1,2,121,Lost
1732258,2017-11-08,1201,1,992.0,1,2,2,2,122,Lost
1732455,2018-10-03,872,1,4117.2,2,2,4,3,224,At Risk
1732554,2019-08-31,540,1,1257.8,3,2,2,2,322,Need Attention
1732613,2020-03-10,348,2,3064.96,4,4,3,4,443,Loyal Customers
1732661,2019-05-14,649,3,691.79,2,5,1,3,251,At Risk
1732784,2020-02-20,367,3,6390.29,4,5,4,4,454,Loyal Customers
1732890,2020-01-23,395,1,1857.0,4,2,2,2,422,Potential Loyalists
1733137,2019-12-11,438,2,3383.94,3,4,3,4,343,Loyal Customers
1733373,2017-11-29,1180,1,345.0,1,2,1,2,121,Lost
1733399,2020-02-22,365,2,5242.99,4,4,4,4,444,Loyal Customers
1733897,2019-09-03,537,4,5250.9,3,5,4,4,354,Loyal Customers
1733927,2020-08-13,192,3,6257.76,5,5,4,4,554,Loyal Customers
1734698,2019-06-26,606,7,7809.87,3,5,5,5,355,Loyal Customers
1734732,2018-08-26,910,1,407.92,1,2,1,2,121,Lost
1735123,2020-06-17,249,1,257.94,5,2,1,2,521,Potential Loyalists
1735125,2019-12-21,428,2,5554.32,4,4,4,4,444,Loyal Customers
1735139,2019-11-09,470,2,687.99,3,4,1,2,341,Need Attention
1735191,2020-02-20,367,4,10810.66,4,5,5,5,455,Champions
1735272,2019-06-22,610,2,1546.89,2,4,2,3,242,At Risk
1735341,2019-09-30,510,3,1010.8199999999999,3,5,2,4,352,Loyal Customers
1735668,2020-03-18,340,3,4322.9,5,5,4,4,554,Loyal Customers
1735845,2019-01-03,780,2,1853.0300000000002,2,4,2,3,242,At Risk
1736019,2019-01-23,760,3,2996.12,2,5,3,4,253,At Risk
1736139,2020-05-30,267,6,28425.35,5,5,5,5,555,Champions
1736140,2016-03-05,1814,1,1815.49,1,2,2,2,122,Lost
1736495,2018-08-04,932,2,6633.96,1,4,4,4,144,Can't Lose Them
1736536,2019-05-01,662,3,1190.98,2,5,2,4,252,At Risk
1736614,2019-05-06,657,3,1355.95,2,5,2,4,252,At Risk
1736623,2020-06-17,249,7,7412.59,5,5,4,4,554,Loyal Customers
1736630,2019-05-30,633,1,238.02,2,2,1,2,221,About To Sleep
1737038,2017-02-18,1464,2,1574.01,1,4,2,3,142,At Risk
1737226,2019-06-29,603,2,3678.49,3,4,3,4,343,Loyal Customers
1737326,2018-12-19,795,2,9883.38,2,4,5,4,245,At Risk
1737466,2021-02-20,1,8,4816.97,5,5,4,4,554,Loyal Customers
1737591,2019-10-17,493,4,7973.28,3,5,5,5,355,Loyal Customers
1737854,2020-07-19,217,3,6514.56,5,5,4,4,554,Loyal Customers
1737921,2019-08-18,553,4,2908.6400000000003,3,5,3,4,353,Loyal Customers
1738064,2019-11-26,453,5,5694.88,3,5,4,4,354,Loyal Customers
1738243,2019-08-27,544,3,2640.6,3,5,3,4,353,Loyal Customers
1738306,2019-08-31,540,3,16943.33,3,5,5,5,355,Loyal Customers
1738341,2021-02-15,6,2,2889.79,5,4,3,4,543,Loyal Customers
1738345,2021-01-09,43,2,5012.2300000000005,5,4,4,4,544,Loyal Customers
1738514,2017-11-25,1184,1,51.0,1,2,1,2,121,Lost
1738542,2017-12-30,1149,1,1135.35,1,2,2,2,122,Lost
1738685,2018-11-21,823,2,21538.94,2,4,5,4,245,At Risk
1738763,2017-09-12,1258,2,6973.93,1,4,4,4,144,Can't Lose Them
1739377,2020-12-05,78,5,3859.38,5,5,3,4,553,Loyal Customers
1739383,2019-06-08,624,1,147.0,2,2,1,2,221,About To Sleep
1739969,2020-02-09,378,2,10967.08,4,4,5,4,445,Loyal Customers
1739983,2020-02-15,372,6,4490.61,4,5,4,4,454,Loyal Customers
1739992,2021-01-14,38,4,4226.42,5,5,4,4,554,Loyal Customers
1740013,2020-08-13,192,3,5154.25,5,5,4,4,554,Loyal Customers
1740312,2019-11-15,464,1,3243.4,3,2,3,2,323,Need Attention
1740334,2021-01-19,33,1,2334.08,5,2,3,2,523,Potential Loyalists
1740766,2020-06-13,253,4,2594.42,5,5,3,4,553,Loyal Customers
1740840,2020-08-01,204,2,870.4,5,4,2,3,542,Potential Loyalists
1740873,2020-01-09,409,4,9960.32,4,5,5,5,455,Champions
1741021,2021-02-15,6,3,1778.45,5,5,2,4,552,Loyal Customers
1741351,2020-08-12,193,6,7576.87,5,5,5,5,555,Champions
1741571,2020-10-17,127,3,4171.95,5,5,4,4,554,Loyal Customers
1741581,2019-11-20,459,2,4266.99,3,4,4,4,344,Loyal Customers
1741944,2018-09-04,901,1,2995.98,1,2,3,2,123,Lost
1742077,2019-11-13,466,2,859.6899999999999,3,4,2,3,342,Need Attention
1742088,2020-02-25,362,4,5739.259999999999,4,5,4,4,454,Loyal Customers
1742261,2020-02-22,365,2,805.96,4,4,1,2,441,Potential Loyalists
1742326,2020-02-29,358,2,2650.0,4,4,3,4,443,Loyal Customers
1742432,2019-03-07,717,1,77.68,2,2,1,2,221,About To Sleep
1742438,2016-06-03,1724,1,5516.99,1,2,4,3,124,At Risk
1742626,2020-02-01,386,1,2252.71,4,2,3,2,423,Potential Loyalists
1742787,2018-05-09,1019,1,5208.93,1,2,4,3,124,At Risk
1742913,2020-02-22,365,1,132.99,4,2,1,2,421,Potential Loyalists
1743080,2019-06-27,605,3,13652.01,3,5,5,5,355,Loyal Customers
1743083,2019-10-18,492,2,2795.98,3,4,3,4,343,Loyal Customers
1743133,2018-12-19,795,3,4688.37,2,5,4,4,254,At Risk
1743422,2021-01-16,36,2,361.35999999999996,5,4,1,2,541,Potential Loyalists
1743547,2021-02-18,3,1,21.57,5,2,1,2,521,Potential Loyalists
1744031,2020-09-30,144,3,10972.24,5,5,5,5,555,Champions
1744333,2018-01-24,1124,1,297.68000000000006,1,2,1,2,121,Lost
1744383,2019-10-12,498,1,349.0,3,2,1,2,321,Need Attention
1744411,2018-03-09,1080,1,119.97999999999999,1,2,1,2,121,Lost
1744437,2020-01-09,409,3,1718.97,4,5,2,4,452,Loyal Customers
1745076,2020-02-08,379,7,12914.28,4,5,5,5,455,Champions
1745111,2020-01-08,410,4,7686.68,4,5,5,5,455,Champions
1745187,2017-03-07,1447,3,8180.58,1,5,5,5,155,Can't Lose Them
1745222,2020-02-17,370,2,892.87,4,4,2,3,442,Loyal Customers
1745312,2020-11-09,104,4,10380.52,5,5,5,5,555,Champions
1745379,2019-11-01,478,5,10819.95,3,5,5,5,355,Loyal Customers
1745497,2019-02-25,727,3,10948.52,2,5,5,5,255,Can't Lose Them
1745820,2020-05-30,267,3,6287.51,5,5,4,4,554,Loyal Customers
1745966,2018-12-28,786,2,2940.5,2,4,3,4,243,At Risk
1746184,2020-02-25,362,3,3229.04,4,5,3,4,453,Loyal Customers
1746251,2020-02-18,369,3,6943.870000000001,4,5,4,4,454,Loyal Customers
1746274,2020-05-01,296,2,10983.98,5,4,5,4,545,Loyal Customers
1746364,2020-03-01,357,4,13518.3,4,5,5,5,455,Champions
1746527,2020-07-13,223,3,12017.64,5,5,5,5,555,Champions
1747015,2019-11-26,453,5,3889.8500000000004,3,5,3,4,353,Loyal Customers
1747078,2019-09-15,525,3,7394.93,3,5,4,4,354,Loyal Customers
1747611,2020-11-28,85,2,3089.5600000000004,5,4,3,4,543,Loyal Customers
1748140,2019-12-04,445,4,11705.97,3,5,5,5,355,Loyal Customers
1748309,2019-10-05,505,1,749.95,3,2,1,2,321,Need Attention
1748312,2019-12-27,422,4,9209.31,4,5,5,5,455,Champions
1748682,2019-09-20,520,2,9239.869999999999,3,4,5,4,345,Loyal Customers
1749088,2020-09-05,169,4,2020.08,5,5,2,4,552,Loyal Customers
1749144,2016-05-04,1754,1,642.0,1,2,1,2,121,Lost
1749145,2018-12-01,813,1,408.0,2,2,1,2,221,About To Sleep
1749157,2020-02-17,370,3,16761.85,4,5,5,5,455,Champions
1749311,2019-07-05,597,2,1748.83,3,4,2,3,342,Need Attention
1749380,2020-02-27,360,3,667.79,4,5,1,3,451,Loyal Customers
1749542,2019-11-21,458,4,8047.28,3,5,5,5,355,Loyal Customers
1749596,2019-12-10,439,1,28.0,3,2,1,2,321,Need Attention
1750109,2020-03-12,346,1,2029.76,4,2,2,2,422,Potential Loyalists
1750142,2019-06-26,606,2,12141.06,3,4,5,4,345,Loyal Customers
1750248,2019-12-06,443,2,817.9200000000001,3,4,1,2,341,Need Attention
1750322,2020-01-03,415,1,529.0,4,2,1,2,421,Potential Loyalists
1750451,2019-03-01,723,1,5097.66,2,2,4,3,224,At Risk
1750513,2019-09-14,526,6,7628.87,3,5,5,5,355,Loyal Customers
1750528,2019-10-11,499,4,2324.42,3,5,3,4,353,Loyal Customers
1750554,2017-01-05,1508,2,14888.42,1,4,5,4,145,Can't Lose Them
1750735,2020-04-28,299,1,2059.98,5,2,2,2,522,Potential Loyalists
1751015,2019-02-08,744,2,9068.25,2,4,5,4,245,At Risk
1751091,2019-02-11,741,5,10109.36,2,5,5,5,255,Can't Lose Them
1751123,2019-12-13,436,3,3565.71,3,5,3,4,353,Loyal Customers
1751553,2019-10-24,486,1,69.0,3,2,1,2,321,Need Attention
1751728,2020-12-18,65,1,258.0,5,2,1,2,521,Potential Loyalists
1751918,2019-02-01,751,1,84.0,2,2,1,2,221,About To Sleep
1752012,2019-11-27,452,3,4507.92,3,5,4,4,354,Loyal Customers
1752287,2018-09-20,885,2,815.64,1,4,1,2,141,Lost
1752382,2017-09-30,1240,1,1763.99,1,2,2,2,122,Lost
1752592,2020-01-03,415,2,2210.95,4,4,3,4,443,Loyal Customers
1752596,2017-02-23,1459,1,835.0,1,2,1,2,121,Lost
1752797,2020-02-08,379,2,2397.05,4,4,3,4,443,Loyal Customers
1752811,2019-10-03,507,1,477.98,3,2,1,2,321,Need Attention
1753006,2016-08-29,1637,1,1122.81,1,2,2,2,122,Lost
1753015,2021-01-05,47,6,5287.71,5,5,4,4,554,Loyal Customers
1753324,2017-11-01,1208,1,399.9,1,2,1,2,121,Lost
1753601,2020-01-31,387,2,14011.93,4,4,5,4,445,Loyal Customers
1754112,2019-09-21,519,3,6680.1,3,5,4,4,354,Loyal Customers
1754192,2020-02-01,386,3,4271.13,4,5,4,4,454,Loyal Customers
1754205,2019-07-24,578,3,9491.220000000001,3,5,5,5,355,Loyal Customers
1754312,2019-06-20,612,3,3764.6499999999996,2,5,3,4,253,At Risk
1754382,2020-10-28,116,3,2041.18,5,5,2,4,552,Loyal Customers
1754483,2019-12-25,424,2,293.76,4,4,1,2,441,Potential Loyalists
1754573,2017-01-12,1501,1,5354.58,1,2,4,3,124,At Risk
1754849,2019-07-25,577,3,3317.38,3,5,3,4,353,Loyal Customers
1754919,2016-08-17,1649,1,1099.75,1,2,2,2,122,Lost
1755082,2020-12-12,71,1,28.0,5,2,1,2,521,Potential Loyalists
1755084,2016-08-11,1655,1,3639.6099999999997,1,2,3,2,123,Lost
1755623,2019-09-21,519,2,2056.0,3,4,2,3,342,Need Attention
1755730,2020-10-14,130,2,5825.9400000000005,5,4,4,4,544,Loyal Customers
1755769,2018-10-06,869,1,579.0,2,2,1,2,221,About To Sleep
1755781,2020-01-24,394,4,16987.73,4,5,5,5,455,Champions
1755993,2021-02-10,11,2,8935.9,5,4,5,4,545,Loyal Customers
1756027,2020-06-02,264,3,19542.46,5,5,5,5,555,Champions
1756123,2019-05-01,662,5,15390.23,2,5,5,5,255,Can't Lose Them
1756154,2020-01-18,400,2,3898.9,4,4,3,4,443,Loyal Customers
1756245,2020-02-29,358,6,8356.59,4,5,5,5,455,Champions
1756332,2019-05-18,645,2,5699.52,2,4,4,4,244,At Risk
1756350,2019-09-14,526,3,5532.860000000001,3,5,4,4,354,Loyal Customers
1756364,2021-02-04,17,4,21670.61,5,5,5,5,555,Champions
1756681,2019-02-22,730,4,7993.38,2,5,5,5,255,Can't Lose Them
1756709,2018-10-16,859,2,3863.0099999999998,2,4,3,4,243,At Risk
1756761,2017-05-31,1362,1,115.0,1,2,1,2,121,Lost
1756921,2020-12-15,68,1,638.96,5,2,1,2,521,Potential Loyalists
1757500,2019-12-19,430,2,5285.87,4,4,4,4,444,Loyal Customers
1757539,2020-01-11,407,2,3825.2,4,4,3,4,443,Loyal Customers
1757948,2020-07-08,228,1,1468.9,5,2,2,2,522,Potential Loyalists
1758051,2016-09-10,1625,1,5528.9,1,2,4,3,124,At Risk
1758053,2020-02-12,375,2,7209.48,4,4,4,4,444,Loyal Customers
1758208,2020-11-14,99,2,902.95,5,4,2,3,542,Potential Loyalists
1758240,2019-11-09,470,1,349.92,3,2,1,2,321,Need Attention
1758421,2020-11-04,109,4,2381.59,5,5,3,4,553,Loyal Customers
1758439,2019-02-16,736,2,8946.69,2,4,5,4,245,At Risk
1758999,2018-03-05,1084,1,11378.0,1,2,5,4,125,Can't Lose Them
1759717,2019-08-06,565,3,3042.7,3,5,3,4,353,Loyal Customers
1759870,2019-05-07,656,1,1234.76,2,2,2,2,222,About To Sleep
1760076,2020-10-15,129,6,27502.48,5,5,5,5,555,Champions
1760131,2020-06-10,256,2,235.23,5,4,1,2,541,Potential Loyalists
1760136,2019-02-21,731,3,6149.91,2,5,4,4,254,At Risk
1760369,2018-02-21,1096,1,4439.35,1,2,4,3,124,At Risk
1760929,2020-11-19,94,3,10971.57,5,5,5,5,555,Champions
1761007,2019-11-06,473,2,782.1800000000001,3,4,1,2,341,Need Attention
